PC1,PC2,target_fraud
-9845.761740719685,-4188.486580089967,1
4220.976210114684,7667.351136065048,0
-13452.974229333564,-2323.2892636162633,0
2780.247785641197,-3832.232559372299,0
10743.716299329459,4165.525516555686,0
-5878.533339054389,2793.759800739361,0
-2467.033777421222,-7231.956092540209,1
14971.944638125802,11216.618720501374,0
-10174.918024944693,1276.389926202225,0
-3491.5461543623114,-3300.01737901,0
-2462.250937575347,-2468.3267968420096,0
-2674.3004183137527,19037.104894480293,1
22163.838880360825,3091.363455763777,0
-2211.031666328059,3761.095713511323,0
-13971.04622752345,-2942.82472021718,0
7440.016698086762,-4777.533244907403,0
-5585.434510113339,1752.8713110709568,0
20681.403598699173,8502.636188395592,0
-12599.31018535433,-2740.888029801785,0
-13491.269437926314,-3011.074553339622,0
216.10490079467672,1999.2271848558003,1
9664.113398681173,3588.890643556684,0
-11282.627830138084,-3835.9920195552986,0
20674.37213395488,2682.447278755615,0
2604.4654981983076,119.62766143471299,1
-3092.9517846653725,-3864.6911313978494,0
972.0305821419297,14362.606594583525,0
15494.911687425025,-4574.093144299852,0
-13658.163648204218,-1950.6193584065877,0
22208.2507102616,14701.355991853736,0
-8686.028906312164,-2396.000615316502,0
27586.324418122553,2425.905926726691,1
9649.83559383751,-5644.992940145517,0
-3032.7004991018384,7221.3572710566,0
-433.04704955741545,-1870.9735874920202,0
28333.947888096453,-8278.383712351915,0
25220.89572191784,205.51944837629617,0
15221.450366822693,1951.7156707653712,0
15998.2336013249,9609.460243549618,0
291.46897392803476,-3256.5717241507864,0
-7069.647065151068,-443.4851637877364,0
-1810.498433310766,1790.768291534091,0
11613.534240489502,-10358.13403988993,0
13353.130057708688,-7958.390914268467,0
14226.465673405823,13546.021161746343,0
8630.599407668386,-3871.750792515864,0
18502.214941204104,-10051.589751702373,0
-5406.220845408745,14803.255948151658,0
-9641.836271133263,6497.912396085541,0
4583.475824914429,-3723.421401237595,0
-13419.851022115934,-2825.2655618666067,0
13819.117614507322,7621.493038368915,0
-13246.530563545992,1178.1594963666166,0
5724.2655470389545,11994.503836332311,0
-7684.448378140293,10563.482216527162,0
-1991.794392759286,-1692.2256769298317,0
3690.124913031752,3659.9291471627876,0
28306.839485782606,113.62381487578796,0
-9718.739577220997,-2758.7822329120304,0
-2560.982214245143,912.4252915230063,0
-12163.867653051759,-3552.469355425306,0
-12264.54718765189,2364.5342645958735,0
-12163.849396171881,-1466.3993865128364,0
8089.455864798525,9980.973482812728,0
1164.24751292572,11335.638175791462,0
-3459.938466018317,-901.3944580149368,0
